user_id,date_served,marketing_channel,variant,language_displayed,language_preferred,age_group,date_subscribed,date_canceled
a100009577,1/11/2018,Youtube,personalization,English,English,0-18 years,,
a100009578,1/11/2018,Youtube,personalization,English,English,19-24 years,,
a100009579,1/11/2018,Youtube,personalization,English,English,24-30 years,,
a100009580,1/12/2018,Youtube,personalization,English,English,30-36 years,,
a100009581,1/12/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009582,1/12/2018,Youtube,personalization,English,English,45-55 years,,
a100009583,1/12/2018,Youtube,personalization,English,English,55+ years,,
a100009584,1/12/2018,Youtube,personalization,English,English,0-18 years,,
a100009585,1/12/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009586,1/12/2018,Facebook,personalization,English,English,24-30 years,,
a100009587,1/13/2018,Instagram,personalization,English,English,30-36 years,,
a100009588,1/13/2018,Instagram,personalization,English,English,36-45 years,,
a100009589,1/13/2018,Facebook,personalization,English,English,45-55 years,,
a100009590,1/13/2018,Youtube,personalization,English,English,55+ years,,
a100009591,1/13/2018,Youtube,personalization,English,English,0-18 years,,
a100009592,1/13/2018,Youtube,personalization,English,English,19-24 years,,
a100009593,1/13/2018,Youtube,personalization,English,English,24-30 years,,
a100009594,1/14/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009595,1/14/2018,Youtube,personalization,English,English,36-45 years,,
a100009596,1/14/2018,Youtube,personalization,English,English,45-55 years,,
a100009597,1/14/2018,Youtube,personalization,English,English,55+ years,,
a100009598,1/14/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009599,1/14/2018,Facebook,personalization,English,English,19-24 years,,
a100009600,1/14/2018,Instagram,personalization,English,English,24-30 years,,
a100009601,1/15/2018,Instagram,personalization,English,English,30-36 years,,
a100009602,1/15/2018,Facebook,personalization,English,English,36-45 years,,
a100009603,1/15/2018,Youtube,personalization,English,English,45-55 years,,
a100009604,1/15/2018,Youtube,personalization,English,English,55+ years,,
a100009605,1/15/2018,Youtube,personalization,English,English,0-18 years,,
a100009606,1/15/2018,Youtube,personalization,English,English,19-24 years,,
a100009607,1/15/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009608,1/16/2018,Youtube,personalization,English,English,30-36 years,,
a100009609,1/16/2018,Youtube,personalization,English,English,36-45 years,,
a100009610,1/16/2018,Youtube,personalization,English,English,45-55 years,,
a100009611,1/16/2018,LinkedIn,personalization,English,English,55+ years,,
a100009612,1/16/2018,Facebook,personalization,English,English,0-18 years,,
a100009613,1/16/2018,Instagram,personalization,English,English,19-24 years,,
a100009614,1/16/2018,Instagram,personalization,English,English,24-30 years,,
a100009615,1/17/2018,Facebook,personalization,English,English,30-36 years,,
a100009616,1/17/2018,Youtube,personalization,English,English,36-45 years,,
a100009617,1/17/2018,Youtube,personalization,English,English,45-55 years,,
a100009618,1/17/2018,Youtube,personalization,English,English,55+ years,,
a100009619,1/17/2018,Youtube,personalization,English,English,0-18 years,,
a100009620,1/17/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009621,1/17/2018,Youtube,personalization,English,English,24-30 years,,
a100009622,1/18/2018,Youtube,personalization,English,English,30-36 years,,
a100009623,1/18/2018,Youtube,personalization,English,English,36-45 years,,
a100009624,1/18/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009625,1/18/2018,Facebook,personalization,English,English,55+ years,,
a100009626,1/18/2018,Instagram,personalization,English,English,0-18 years,,
a100009627,1/18/2018,Instagram,personalization,English,English,19-24 years,,
a100009628,1/18/2018,Facebook,personalization,English,English,24-30 years,,
a100009629,1/19/2018,Youtube,personalization,English,English,30-36 years,,
a100009630,1/19/2018,Youtube,personalization,English,English,36-45 years,,
a100009631,1/19/2018,Youtube,personalization,English,English,45-55 years,,
a100009632,1/19/2018,Youtube,personalization,English,English,55+ years,,
a100009633,1/19/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009634,1/19/2018,Youtube,personalization,English,English,19-24 years,,
a100009635,1/19/2018,Youtube,personalization,English,English,24-30 years,,
a100009636,1/20/2018,Youtube,personalization,English,English,30-36 years,,
a100009637,1/20/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009638,1/20/2018,Facebook,personalization,English,English,45-55 years,,
a100009639,1/20/2018,Instagram,personalization,English,English,55+ years,,
a100009640,1/20/2018,Instagram,personalization,English,English,0-18 years,,
a100009641,1/20/2018,Facebook,personalization,English,English,19-24 years,,
a100009642,1/20/2018,Youtube,personalization,English,English,24-30 years,,
a100009643,1/21/2018,Youtube,personalization,English,English,30-36 years,,
a100009644,1/21/2018,Youtube,personalization,English,English,36-45 years,,
a100009645,1/21/2018,Youtube,personalization,English,English,45-55 years,,
a100009646,1/26/2018,LinkedIn,personalization,English,English,55+ years,,
a100009647,1/26/2018,Youtube,personalization,English,English,0-18 years,,
a100009648,1/27/2018,Youtube,personalization,English,English,19-24 years,,
a100009649,1/27/2018,Youtube,personalization,English,English,24-30 years,,
a100009650,1/27/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009651,1/27/2018,Facebook,personalization,English,English,36-45 years,,
a100009652,1/27/2018,Instagram,personalization,English,English,45-55 years,,
a100009653,1/27/2018,Instagram,personalization,English,English,55+ years,,
a100009654,1/27/2018,Facebook,personalization,English,English,0-18 years,,
a100009655,1/28/2018,Youtube,personalization,English,English,19-24 years,,
a100009656,1/28/2018,Youtube,personalization,English,English,24-30 years,,
a100009657,1/28/2018,Youtube,personalization,English,English,30-36 years,,
a100009658,1/28/2018,Youtube,personalization,English,English,36-45 years,,
a100009659,1/28/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009660,1/28/2018,Youtube,personalization,English,English,55+ years,,
a100009661,1/28/2018,Youtube,personalization,English,English,0-18 years,,
a100009662,1/29/2018,Youtube,personalization,English,English,19-24 years,,
a100009663,1/29/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009664,1/29/2018,Facebook,personalization,English,English,30-36 years,,
a100009665,1/29/2018,Instagram,personalization,English,English,36-45 years,,
a100009666,1/29/2018,Instagram,personalization,English,English,45-55 years,,
a100009667,1/29/2018,Facebook,personalization,English,English,55+ years,,
a100009668,1/29/2018,Youtube,personalization,English,English,0-18 years,,
a100009669,1/30/2018,Youtube,personalization,English,English,19-24 years,,
a100009670,1/30/2018,Youtube,personalization,English,English,24-30 years,,
a100009671,1/30/2018,Youtube,personalization,English,English,30-36 years,,
a100009672,1/30/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009673,1/30/2018,Youtube,personalization,English,English,45-55 years,,
a100009674,1/30/2018,Youtube,personalization,English,English,55+ years,,
a100009675,1/30/2018,Youtube,personalization,English,English,0-18 years,,
a100009676,1/31/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009677,1/31/2018,Facebook,personalization,English,English,24-30 years,,
a100009678,1/31/2018,Instagram,personalization,English,English,30-36 years,,
a100009679,1/31/2018,Instagram,personalization,English,English,36-45 years,,
a100009680,1/31/2018,Facebook,personalization,English,English,45-55 years,,
a100009681,1/31/2018,Youtube,personalization,English,English,55+ years,,
a100009682,1/31/2018,Youtube,personalization,English,English,0-18 years,,
a100009683,1/1/2018,Youtube,personalization,English,English,19-24 years,,
a100009684,1/1/2018,Youtube,personalization,English,English,24-30 years,,
a100009685,1/1/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009686,1/1/2018,Youtube,personalization,English,English,36-45 years,,
a100009687,1/1/2018,Youtube,personalization,English,English,45-55 years,,
a100009688,1/1/2018,Youtube,personalization,English,English,55+ years,,
a100009689,1/1/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009690,1/2/2018,Facebook,personalization,English,English,19-24 years,,
a100009691,1/2/2018,Instagram,personalization,English,English,24-30 years,,
a100009692,1/2/2018,Instagram,personalization,English,English,30-36 years,,
a100009693,1/2/2018,Facebook,personalization,English,English,36-45 years,,
a100009694,1/2/2018,Youtube,personalization,English,English,45-55 years,,
a100009695,1/2/2018,Youtube,personalization,English,English,55+ years,,
a100009696,1/2/2018,Youtube,personalization,English,English,0-18 years,,
a100009697,1/3/2018,Youtube,personalization,English,English,19-24 years,,
a100009698,1/3/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009699,1/3/2018,Youtube,personalization,English,English,30-36 years,,
a100009700,1/3/2018,Youtube,personalization,English,English,36-45 years,,
a100009701,1/3/2018,Youtube,personalization,English,English,45-55 years,,
a100009702,1/3/2018,LinkedIn,personalization,English,English,55+ years,,
a100009703,1/3/2018,Facebook,personalization,English,English,0-18 years,,
a100009704,1/4/2018,Instagram,personalization,English,English,19-24 years,,
a100009705,1/4/2018,Instagram,personalization,English,English,24-30 years,,
a100009706,1/4/2018,Facebook,personalization,English,English,30-36 years,,
a100009707,1/4/2018,Youtube,personalization,English,English,36-45 years,,
a100009708,1/4/2018,Youtube,personalization,English,English,45-55 years,,
a100009709,1/4/2018,Youtube,personalization,English,English,55+ years,,
a100009710,1/4/2018,Youtube,personalization,English,English,0-18 years,,
a100009711,1/5/2018,LinkedIn,personalization,English,English,19-24 years,,
a100009712,1/5/2018,Youtube,personalization,English,English,24-30 years,,
a100009713,1/5/2018,Youtube,personalization,English,English,30-36 years,,
a100009714,1/5/2018,Youtube,personalization,English,English,36-45 years,,
a100009715,1/5/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009716,1/5/2018,Facebook,personalization,English,English,55+ years,,
a100009717,1/5/2018,Instagram,personalization,English,English,0-18 years,,
a100009718,1/6/2018,Instagram,personalization,English,English,19-24 years,,
a100009719,1/6/2018,Facebook,personalization,English,English,24-30 years,,
a100009720,1/6/2018,Youtube,personalization,English,English,30-36 years,,
a100009721,1/6/2018,Youtube,personalization,English,English,36-45 years,,
a100009722,1/6/2018,Youtube,personalization,English,English,45-55 years,,
a100009723,1/6/2018,Youtube,personalization,English,English,55+ years,,
a100009724,1/6/2018,LinkedIn,personalization,English,English,0-18 years,,
a100009725,1/7/2018,Youtube,personalization,English,English,19-24 years,,
a100009726,1/7/2018,Youtube,personalization,English,English,24-30 years,,
a100009727,1/7/2018,Youtube,personalization,English,English,30-36 years,,
a100009728,1/7/2018,LinkedIn,personalization,English,English,36-45 years,,
a100009729,1/7/2018,Facebook,personalization,English,English,45-55 years,,
a100009730,1/7/2018,Instagram,personalization,English,English,55+ years,,
a100009731,1/8/2018,Instagram,personalization,English,English,0-18 years,,
a100009732,1/8/2018,Facebook,personalization,English,English,19-24 years,,
a100009733,1/8/2018,Youtube,personalization,English,English,24-30 years,,
a100009734,1/8/2018,Youtube,personalization,English,English,30-36 years,,
a100009735,1/8/2018,Youtube,personalization,English,English,36-45 years,,
a100009736,1/8/2018,Youtube,personalization,English,English,45-55 years,,
a100009737,1/8/2018,LinkedIn,personalization,English,English,55+ years,,
a100009738,1/9/2018,Youtube,personalization,English,English,0-18 years,,
a100009739,1/9/2018,Youtube,personalization,English,English,19-24 years,,
a100009740,1/9/2018,Youtube,personalization,English,English,24-30 years,,
a100009741,1/9/2018,LinkedIn,personalization,English,English,30-36 years,,
a100009742,1/9/2018,Facebook,personalization,English,English,36-45 years,,
a100009743,1/9/2018,Instagram,personalization,English,English,45-55 years,,
a100009744,1/9/2018,Instagram,personalization,English,English,55+ years,,
a100009745,1/10/2018,Facebook,personalization,English,English,0-18 years,,
a100009746,1/10/2018,Youtube,personalization,English,English,19-24 years,,
a100009747,1/10/2018,Youtube,personalization,English,English,24-30 years,,
a100009748,1/10/2018,Youtube,personalization,English,English,30-36 years,,
a100009749,1/10/2018,Youtube,personalization,English,English,36-45 years,,
a100009750,1/10/2018,LinkedIn,personalization,English,English,45-55 years,,
a100009751,1/10/2018,Youtube,personalization,English,English,55+ years,,
a100009752,1/11/2018,Youtube,personalization,English,English,0-18 years,,
a100009753,1/11/2018,Youtube,personalization,English,English,19-24 years,,
a100009754,1/11/2018,LinkedIn,personalization,English,English,24-30 years,,
a100009755,1/11/2018,Facebook,personalization,English,English,30-36 years,,
a100009756,1/11/2018,Instagram,personalization,English,English,36-45 years,,
a100009757,1/11/2018,Instagram,personalization,English,English,45-55 years,,
